Casting_Temperature_C,Rolling_Speed_m_min,Cooling_Rate_C_s,UTS_MPa,Elongation_%,Conductivity_%_IACS
718.814418,124.0078246,25.04750971,524.0098713,79.46106603,54.43094466
720.3357523,176.5406105,29.23167409,508.7815515,80.91637039,54.25771043
711.2065336,179.1790105,33.07415859,498.7289625,79.43637264,54.0246693
726.8222118,125.3140904,27.67439892,517.9952271,79.98687985,54.34921116
736.7183507,137.4763513,38.61799801,524.6093395,81.221515,54.13416609
736.2784256,142.34404,34.71392676,526.8491701,81.07536475,54.96377719
712.5419686,166.5834821,32.16824492,504.0724423,79.00411706,53.41601272
695.6619023,155.7556087,37.22052639,502.5629044,80.23013431,54.08545952
739.2420599,158.661942,31.76329287,520.860638,82.03346145,53.79410964
731.9449043,165.4505894,33.37979518,518.4901728,80.64424973,53.0995385
696.2331341,127.07874,25.04126493,505.1088244,80.39303765,54.40694433
736.0420941,169.9925674,30.48550795,517.9877269,82.96818881,53.8081536
733.4948181,162.3371883,27.08185709,514.8414818,82.72021452,53.93420331
715.9419029,154.6405035,35.34533021,503.8873857,78.99382948,54.07108848
719.5637718,173.3841201,32.18540438,506.9408793,81.53859032,54.28650522
709.9501352,162.0183812,29.52636336,514.0511411,80.33496994,54.41107619
692.7380819,132.1019978,32.01748509,499.4455596,77.82002352,53.76869687
706.7598621,145.7847229,28.14444832,510.2414754,77.55246067,54.98771084
730.1426724,149.642572,38.87629949,524.1664499,81.05053227,54.16101274
690.2316012,123.3130576,25.80958949,519.6220367,79.46261135,54.57685145
706.6749586,177.2782508,37.98125553,497.6893391,78.9888159,54.07699982
709.9084347,127.7146356,32.67038183,513.4798236,78.98085785,54.42911806
716.8697801,161.847676,34.28419744,504.0471263,79.7443108,54.34562496
735.9927808,150.3738622,29.53908431,528.5868134,81.96307156,54.74620176
707.3172997,121.537935,39.50046425,512.8601977,77.95709255,54.96315838
707.3476601,175.4848486,29.22776438,499.1753933,79.23213296,53.70803376
726.8750624,171.1102085,33.83316996,502.8597793,82.43858227,53.92343687
712.610897,151.4554757,39.90125058,515.288665,80.59548205,54.00172358
701.2302411,133.7365402,38.21641595,516.2854499,77.45786741,54.78455857
712.6219758,127.2973734,33.04494738,522.3506512,80.8858476,54.68287615
697.042851,141.8035488,39.85561784,497.9537345,78.47264552,54.2080182
698.8193493,135.3256969,35.52054793,511.8477208,78.73924607,55.02040862
714.9183886,150.4014721,28.13050624,503.9754008,80.51722543,54.59549581
710.9462725,177.9845578,31.08394316,502.3679704,78.61005371,54.75358634
735.7422951,154.4972096,30.01740001,522.5473725,81.66778132,53.66046249
708.119695,173.3958634,30.16020562,503.5920046,80.13687762,53.81915028
719.0294175,159.0527302,36.40684659,514.4720723,78.87572908,54.03935523
721.6132144,148.5147916,33.76394391,516.2120017,79.43234914,55.49198698
690.6547228,171.2764538,25.57139067,484.1322777,78.09310017,53.80358457
723.1768686,148.2820866,38.16172725,519.7794134,79.62006784,54.91299967
698.9017983,172.1176902,29.45194211,498.3036328,79.24147708,54.38524575
738.0535159,137.4946062,39.95612315,523.2652771,81.05332747,54.38220435
697.4331364,127.7287844,39.31286096,502.5509458,78.02205074,54.53672479
710.7312062,171.3188679,39.10796075,511.6700537,79.44579415,54.33036211
694.2674834,155.2449098,37.16691406,506.7167714,77.08630796,54.8198108
739.8437126,173.3455439,28.30919998,521.4479802,82.32926463,53.74672579
715.1097505,176.2696324,32.98949116,501.292486,79.18148901,53.64280335
719.7692509,123.2177034,28.3645394,510.3343366,80.54009341,54.80125595
693.3538239,150.0581581,28.89513183,505.4828604,76.92893856,53.50388673
727.4980235,142.4978729,34.16427654,522.8330837,80.81808077,54.38467687
700.4952797,157.5515038,25.61250318,501.1088771,79.51739381,54.46682149
734.9027145,167.6154718,39.5418785,522.7907472,80.37642644,54.32980662
700.256982,136.835413,38.78009759,513.3178548,77.59962391,54.12376011
699.534386,153.4079031,30.71151358,504.6252995,78.93612533,53.57953437
691.8274834,162.5237148,32.73133672,497.3319193,75.46853672,54.62292629
713.6033473,128.065865,31.99179129,518.6367527,81.6163292,54.27134429
718.2420567,168.8440144,38.23299668,511.8675234,80.95781375,53.62551635
693.285432,156.366576,35.32902814,495.4453615,76.02375621,54.71234353
728.7763808,176.9722462,29.17166871,513.4264322,79.31485885,54.21421201
712.6644417,140.3717351,31.70261882,509.6177456,79.71093082,53.70446447
716.2195135,126.4887565,31.43448964,526.8459056,78.92998267,55.62095477
712.0381373,150.3900721,39.39002752,513.5626899,80.19580565,54.01363385
710.038153,125.1486463,27.62966366,514.0333413,80.01633428,54.69313148
717.9820166,178.1715914,26.34364506,505.94251,80.60439842,54.73844914
697.7620123,122.3210975,38.20928248,507.915745,77.29548072,54.98508473
699.0964065,165.2102341,38.45028984,507.5056972,79.5871338,54.24649318
733.0892811,151.5061439,38.07608632,529.2071773,82.15857589,53.53032684
737.3057731,142.1172391,32.66465373,529.4988332,82.70051043,55.25263515
708.6654658,123.9505299,34.89616642,524.9308568,80.32179422,54.8909863
703.5372337,157.3300155,33.45044571,505.3285919,77.66234022,53.38828183
722.1999772,155.1132198,26.04171739,518.3835855,82.20264972,54.74201552
710.4367086,136.8529964,33.93752345,520.286078,79.08218639,54.34079662
691.2693178,174.6133021,25.20421221,493.2219503,78.20145086,53.61912232
697.8076299,138.2466004,29.87481114,507.7853541,78.13055942,53.9289784
725.7986114,146.9835246,38.98438864,523.4725313,78.75277611,54.3954334
722.9461971,152.6257474,29.56067904,518.9178642,81.77393402,54.468938
691.3547996,126.0139127,39.09739964,504.0959224,75.35612666,54.27446252
701.0986081,175.9297032,28.75200936,486.8362462,77.70573974,53.87953498
701.5537398,142.4721691,29.71843361,507.1575789,78.21662767,55.85995423
723.5946372,124.8467528,34.42611245,513.8587218,78.68454255,54.67790454
690.9855269,143.2374704,36.42440459,497.5664356,76.17670984,54.77906739
695.2054291,156.0121528,32.52081652,496.4276339,78.13932217,53.61116027
729.9958043,150.8191603,38.23173531,516.9089425,80.74134247,53.57774162
698.9272331,161.6725184,25.60360632,505.0640517,78.34839012,54.62761334
722.6373054,123.3290365,38.83292258,529.5083394,79.40707796,55.1329023
701.9091391,137.0724366,27.944617,512.3765421,78.83986438,55.04509705
694.9720696,169.1538346,38.26358118,499.9024193,77.25877988,54.0339353
702.1586095,124.7936213,31.01294769,516.9218207,77.02424817,54.99947966
726.1133466,171.3291573,37.49135584,499.1737762,80.5358482,52.75940375
732.7848234,125.5137655,35.07498325,528.7892705,80.28282135,54.71697245
731.5109932,170.0672529,27.63912449,505.7530271,82.66684021,54.36862321
709.8591765,141.6473041,38.77071355,514.9810944,78.65587524,54.01479532
723.4042568,156.7325438,28.68276086,504.2168245,83.42781207,54.53424672
700.2492148,129.1732269,28.66210178,510.4704466,79.55871892,54.19161521
704.6573865,123.9701233,37.21268345,517.8765051,78.4748353,54.46470212
734.8167909,132.9562922,26.58809883,521.932718,82.73175298,54.07289923
690.6500962,127.6712291,28.3305386,511.8322592,75.5586835,55.08055743
694.2754265,138.7443539,32.5551636,508.047518,78.76216388,54.03647772
700.3943128,150.8629948,37.45715543,506.8423814,77.34628301,53.95218084
691.3266102,155.3255678,27.21225962,502.5556427,77.86178108,53.56237464
699.0717718,167.3920864,33.21502352,497.5222595,77.51880349,53.80609173
719.152078,159.3743936,35.66860888,512.5233153,79.51045899,54.21712985
711.0712275,156.5254995,37.90892837,508.6282218,79.03054424,54.51221807
734.6335856,144.7069216,39.0334834,523.8419716,81.58851716,53.95695498
730.8721781,148.4285061,36.76959872,517.5473818,81.22182199,54.43755887
707.0908676,144.8712498,34.79242597,503.8713983,78.96748084,54.55312146
702.9711717,170.5299618,31.50430128,498.6423055,77.0962194,53.45839873
708.9846204,133.8000272,26.68165231,512.3925625,81.89642903,54.2272011
719.5147471,120.3432559,35.64605789,519.9707419,80.40115215,54.46706436
703.403182,159.0791938,39.89105957,508.2381018,78.78333257,54.2439541
721.2074454,132.147731,36.05140892,515.0983703,79.97818298,54.13455611
710.4705826,173.4069082,25.25066641,502.3556731,78.91037025,53.70319438
717.602359,171.5427798,32.44389967,513.1700441,80.28907665,53.94898562
711.8063265,124.6036423,34.21969949,523.0677173,79.75892458,55.37038154
704.723288,126.3833043,35.34511302,520.5281221,80.00688202,54.4654388
737.4226653,149.7102955,35.79588753,520.8443411,84.03008984,54.88802189
728.1802897,156.5533598,33.37162662,521.0455776,82.62647004,54.80895443
697.0056588,136.4945002,28.35040499,502.2396273,76.51651671,53.54257874
733.4233988,163.007863,39.13300992,516.4299707,80.92527124,54.00698697
714.3715599,155.6949613,35.44999701,509.5685125,80.00047326,54.86013698
734.7276113,139.4894466,28.55260055,522.6377706,81.64484545,54.26671178
729.9927628,121.5222893,29.83482748,526.7306247,81.46370809,54.32328172
711.2606752,165.0090169,38.82891506,503.6607529,77.03948553,54.50150311
691.1234654,132.8852199,38.3122778,500.7841977,78.11094565,54.97115596
703.433868,170.0684246,31.07719658,504.9784741,76.91407173,53.90617412
717.0817107,145.2174156,25.57460833,514.0633807,78.85695113,53.92019092
721.673911,154.6246466,25.72746053,515.4567442,79.86634729,52.78651809
702.8943843,172.3769238,29.25877436,500.5529993,78.72896576,53.884933
696.9678037,171.8173801,34.43683329,497.21232,76.35221335,53.77998499
731.7465118,142.2911745,33.76291953,523.6499263,80.42611297,53.74908293
739.220109,132.5333336,34.5074168,528.3229683,83.34558511,54.26214741
716.2845091,166.5087647,35.75924458,515.2816095,79.72812833,53.8413913
698.5839643,145.9848122,25.2854838,509.3002623,79.02766922,54.13044404
703.6153663,131.5225196,26.57628393,512.4428374,77.79647965,54.07679902
690.9195338,174.2655205,30.39225178,490.9448386,77.51850477,54.08868852
735.7149403,131.8862517,27.32289996,527.6974905,82.06948243,54.31454831
695.8875541,121.5484301,26.12980064,513.5673556,77.48699491,54.94388639
718.8258238,121.2167984,34.61446594,530.5475728,80.10078198,54.21297239
703.702761,157.3389214,37.23004716,497.7844664,76.61664845,55.06113625
717.7089001,159.7005036,36.28939986,514.2431728,80.39502876,54.66240355
722.5710194,138.6625023,37.25559668,525.3203772,79.99482939,55.10185899
731.4870902,139.2006594,34.98784816,516.5497549,81.14209722,54.4341344
700.3210636,140.3696349,36.03017983,507.1438869,79.08236317,54.17624901
690.5497914,160.8095128,29.07668161,491.709452,78.03317854,53.70446474
696.8442815,123.4880275,39.89512054,513.5283806,77.37133293,55.43921701
735.0009321,175.7469812,27.74748482,512.984617,80.99613294,54.34581062
733.6945039,133.3512627,28.21740812,526.1911778,83.28724139,53.72677738
719.8706551,179.9803923,29.33382748,503.8859308,79.18025214,54.27568028
720.025843,130.2913616,39.62998645,524.5263302,80.65045188,54.07700608
723.2518337,166.2927874,39.82432884,512.8832454,78.73657299,54.29570408
698.7685639,133.4047527,36.92340625,510.51749,78.94855938,54.8173869
735.7205973,124.8508081,34.43586398,531.2081653,82.86086738,55.16919726
710.9385262,172.4959995,32.80093863,506.5829177,77.54119485,54.04983099
709.1569264,171.5250756,39.55931269,501.8110813,79.38706206,54.00893746
715.9458853,144.2142235,35.43434204,523.2125495,80.18937507,54.28861071
692.3482983,162.1437686,39.17095192,491.3570448,77.97933154,54.69540458
698.3141684,153.423956,29.74826199,494.5003052,78.70924402,54.45491653
726.9016808,171.1773668,30.00662188,503.0542275,80.2275213,53.88019189
694.1399334,138.9033582,37.82086891,495.0010187,77.30571693,53.43570886
720.1576055,151.420344,27.24782381,518.0185486,82.31801589,52.81351598
702.2674555,149.1223423,39.18891792,509.1538636,77.15948618,54.40522294
709.4647807,141.2343496,32.61211532,518.4009679,79.63873026,53.64927398
704.4346868,173.4873039,38.89620818,494.8879612,79.64991215,53.77862916
707.7836358,129.9526755,30.05189183,518.6333225,78.28501618,54.18803999
725.9522953,128.9705184,35.73938356,524.5691124,79.3914737,55.46332521
704.8560858,154.6145721,32.24312683,506.8766038,77.6073499,54.15990307
718.320232,159.4496538,34.40205445,514.4533343,80.50689184,54.45353295
713.8025201,131.6771553,32.5655874,513.6167047,78.47736887,54.58681387
723.1835583,143.4430465,39.50673426,531.4951109,80.20765907,53.14476045
736.841487,176.7938306,35.38158097,522.0419958,83.28634104,53.73994779
726.6286049,134.7970454,28.76978453,520.2166591,81.17306314,53.61741012
700.7470189,160.1016421,38.64515383,496.8893265,77.36463141,55.0354882
691.5591568,164.4089636,29.41044607,496.0173685,77.81080304,53.03446211
703.1132022,146.887722,30.57407649,508.4015767,78.71394354,53.93219231
719.7538965,176.2515592,26.53185547,512.3295568,81.10145452,53.63775782
692.5712907,164.1994041,38.4994978,491.1822195,78.95129873,53.63507606
714.8183124,147.4754748,29.29168035,514.5939485,80.41401608,54.16179088
719.8421424,154.1601121,28.88376427,506.0279625,82.57380854,54.01493515
706.7121945,161.5568066,38.80393897,507.0708433,79.18632441,54.24203354
728.5456102,155.5314108,37.08290294,517.0758607,80.23308458,54.4375896
695.3299127,172.721855,27.11618382,505.5317986,80.46548507,53.93351456
693.7568891,141.4133197,36.53986756,496.7244359,77.42387751,54.50690228
726.4094378,137.9931444,38.69549647,528.6598175,79.65127673,54.9500843
714.7745658,132.8303334,26.17766827,509.0190262,82.49230183,53.37041761
724.4201198,122.2669781,37.37822492,518.8939151,79.83998385,54.87487796
711.7413669,122.5808379,33.21130078,510.7109593,78.74118222,53.91556641
702.3201017,172.2033116,35.03796174,500.7508204,77.92864157,53.65752663
730.9551159,160.7035888,32.39281508,511.3979873,81.64049725,54.10136321
729.9707939,159.6319449,35.46704627,510.354156,82.15458848,54.31868198
724.7348235,156.8785691,25.51146793,516.317679,78.54911734,54.20597069
703.6072569,170.9531487,36.44060085,502.7765608,79.46519613,53.54671961
719.5115333,148.8160155,25.50015547,515.3102085,80.12161096,54.83743983
708.0486948,172.2246497,31.82949772,501.5458568,78.80050016,53.70541721
694.5791037,141.5667016,27.2644749,513.9640895,79.80987843,53.76991889
735.8656788,175.6024503,37.35361416,515.9812856,81.93219533,53.35507985
696.8409315,161.9194188,29.70491364,503.8730975,78.64654882,53.28964749
737.5118677,135.4306282,31.81140317,528.841356,82.1120565,53.58202221
712.3002886,153.8450953,31.43126112,504.5072343,80.42210839,54.24735346
699.2566464,151.9818337,36.58752949,506.7832115,79.71429874,54.5140218
717.0950474,128.2739293,32.2171654,516.7863583,77.62358118,53.9295015
733.6472918,155.4745743,36.83437503,519.7263429,82.60762842,53.61100235
726.6112443,138.8871374,26.10262415,523.1664943,82.90302629,54.02735833
730.3280574,123.140926,27.87390952,518.5146606,82.14017351,54.37471213
722.9391683,176.9193695,33.27301374,500.3462627,79.95290372,54.02775532
724.6138282,158.4894221,39.20632487,519.3073833,79.34879413,53.71708897
732.4597826,172.6151359,26.1213677,511.1266183,84.30175556,53.71267786
702.4834004,160.5633603,25.64626324,499.9910822,78.0610432,54.69088044
714.4712482,141.4190215,27.34826012,515.6421096,81.59735338,53.53539293
701.0604721,150.7612843,34.61729693,503.3734878,78.76569369,54.1701689
739.3834004,160.5448056,30.98489375,523.6162004,84.43492616,54.26424035
737.202967,177.6151395,37.38328569,515.0613327,81.53287225,53.48757575
691.9713406,135.2201675,26.07899727,506.4126348,76.28560327,54.47503544
725.2787586,172.4986235,27.9462113,507.3805003,81.13273614,53.16432032
736.2624159,175.4446683,29.50039608,516.4657816,80.66477415,54.15281989
699.0287673,160.2249309,34.4009513,506.9723498,80.85988969,54.10744798
718.3972615,175.8759976,35.27759035,503.5970904,80.70534486,53.23708145
735.7744149,143.8727152,26.86304941,529.3019844,83.01241947,54.44236667
691.6972989,177.1809706,39.15707063,492.4365567,77.99064664,53.56340152
724.8710134,162.1669726,30.11566203,517.4578232,80.28772855,53.9039881
704.8674504,122.520346,35.69753145,516.321478,78.56983797,54.80383061
736.2198098,174.4123699,32.86311578,515.6191393,82.08918982,53.43091683
738.5529123,149.0683685,28.3413717,526.304594,84.3821111,53.812
737.2133245,147.6196191,37.69342485,530.3887643,80.6795694,54.84075192
713.7107108,153.9879964,37.27357042,511.839443,78.77880867,53.17068781
733.1021325,128.9630728,30.94107781,530.2547986,81.40022826,55.03852744
732.2274699,148.1499629,33.82911379,519.8263215,80.85764464,53.46295545
705.9550237,169.867633,28.86738544,509.8716543,77.69320664,53.52903615
731.4457737,120.9289475,35.34777443,532.6458881,78.67248413,54.63887219
691.8503817,136.3750296,29.63540219,505.4012243,75.8764236,54.53052767
719.8134939,120.1472752,37.66118102,523.249296,81.19732027,54.70074588
701.5004419,144.9426785,28.26077656,512.1569587,78.72878646,54.13942144
696.0283443,163.6989306,25.22205134,495.8734726,79.17727078,53.64942922
693.8476601,167.9263097,29.02762063,487.631562,77.35087138,54.6819347
724.8144388,176.7113857,27.8657873,509.7558017,80.98981885,54.17668007
706.9937482,156.5102768,32.6242966,512.4938139,80.68131749,54.67518561
726.2383386,135.277612,28.05554937,530.4924297,82.77377899,53.99765622
693.267817,175.4488769,36.44784806,493.4627757,78.44636143,52.81036224
705.7645169,166.5189452,28.62055957,503.1445132,79.3478415,54.4172369
716.9745646,154.465709,35.6045227,514.7452218,80.43519975,54.34565015
729.5361582,161.7384129,33.67706385,514.9248081,81.64040093,54.1475878
705.9376251,175.4589813,39.79374785,502.9131479,78.43714833,53.75759773
721.2945688,162.7436417,39.99851466,511.3971831,79.72516134,53.99847458
734.2988874,142.1024705,38.04289125,529.5755439,82.65011212,54.04030825
720.7931594,162.7816921,36.39975054,515.1769746,78.96370087,54.122762
701.6479737,122.4166898,30.79684621,518.1501191,80.11231334,53.82393129
691.2200391,143.1849337,36.29915091,501.6279512,77.03160356,54.67543912
733.5049437,144.3793819,39.35013306,533.0682939,80.06893421,55.36152339
691.0634705,130.0102941,25.35066363,508.9482068,77.29330902,53.90808403
733.7350836,121.3851288,33.0687205,531.6884734,80.84566445,53.65112783
716.4468567,128.0028742,28.26997457,516.0178512,79.65551259,54.23436323
736.9533849,159.2772897,33.36814474,520.2081464,81.43297774,54.23220167
729.9391618,168.137329,31.99670635,515.100281,80.76038609,54.18518778
739.8967055,179.2922096,33.63652872,512.2223034,81.99988705,54.68106372
707.5355908,140.7818102,33.26443332,510.0716666,79.02556408,54.66537203
728.3594144,155.9627533,39.40160559,516.5618811,81.6297208,53.32261363
710.0965457,176.228698,33.28279163,502.4592667,79.10056235,53.28538214
713.993781,130.0225069,37.69348132,509.1766035,79.84072484,54.65647145
721.3752732,163.0587352,29.7973043,511.0936633,80.65519341,53.73828217
733.6838557,165.298724,31.57151033,515.3655797,82.33039082,54.7360065
739.2041735,125.3385322,32.05620214,531.8961063,82.36428258,53.91917238
728.4136707,171.6749631,29.18092065,517.8807292,80.73549926,54.34722376
710.8883391,168.7863028,30.69685392,515.0702562,78.63579156,53.60140396
711.0678501,122.0041804,33.97769619,522.3245569,79.6181298,54.59060871
726.8791151,125.4650649,33.70281645,519.6279272,82.27614918,54.00544275
701.9388573,122.9476136,34.54653017,512.3581098,78.23743459,54.74088426
695.5237057,140.0846119,30.27726873,508.7162858,77.33764348,54.74105491
707.7311079,150.5573394,29.73747243,511.1148046,79.03006649,54.21567366
704.3619496,151.9408637,34.17426824,511.5353444,78.16608704,55.118643
704.815406,136.0600056,26.99292623,511.1029464,78.46491377,53.81904036
701.6803876,174.6958132,28.79547315,496.6139486,77.28467052,53.8779356
692.1046595,142.0957674,25.63191605,512.1857195,77.68446186,54.51460535
690.8936967,122.7330094,26.08916279,508.9202986,78.02068869,53.81956424
739.3861195,138.0136267,28.65074919,523.2055999,81.42417033,54.22402251
711.3886567,151.8665654,25.2929392,517.510027,78.99587896,54.31921308
709.2163324,144.4933094,28.68115888,503.7796959,78.5395133,54.59329001
723.9823641,136.4305511,34.82464485,503.5867906,79.2703262,54.90310901
700.9126944,127.879395,25.91660618,515.9394625,77.83984703,53.80500674
737.4980592,169.14987,31.55105017,522.5575735,81.97439698,54.0836515
729.3172507,179.7687145,38.6966318,512.7980757,79.65483568,53.31878996
694.4705501,139.772528,36.86927243,498.7912362,77.46604892,53.97747306
710.8790388,142.8972627,29.58156253,512.2759913,78.90535896,54.07560208
733.9559154,157.0822515,38.87208219,518.4624394,80.52300537,54.77863292
737.2366011,163.1064885,29.94469745,516.999909,82.60363406,54.23178668
713.3700756,143.5217721,26.08773245,520.6888533,79.39249533,54.10658243
